qid,leader,wiki_title,article_length,cult_text,cult_evidence,hagiography_text,hagiography_evidence,birthday_text,birthday_evidence,monuments_text,monuments_evidence,titles_text,titles_evidence
Q57469,Pohamba,Hifikepunye Pohamba,6936,0,,0,,0,,0,,0,
Q1568274,Hage Geingob,Hage Geingob,16640,0,,0,,0,,0,,0,
Q1347953,Jonathan,Leabua Jonathan,6566,0,,0,,0,,0,,0,
Q1397999,Lekhanya,Justin Lekhanya,3733,0,,0,,0,,0,,0,
Q57537,Letsie III,Letsie III,3108,0,,1,...Bailiff Knight Grand Cross of Justice of the Royal Order of Saint George (8 October 2013).   == Ancestry ==   == References ==   == External links == Official Biography of King Letsie III...,0,,0,,0,
Q57732,Mosisili,Pakalitha Mosisili,5964,0,,0,,0,,0,,0,
Q983971,Thabane,Tom Thabane,9511,0,,0,,0,,0,,0,
Q219962,Khama,Seretse Khama,15207,0,,0,,0,,0,,0,
Q310574,Masire,Quett Masire,8927,0,,0,,0,,0,,0,
Q193238,Mogae,Festus Mogae,5500,0,,0,,0,,0,,0,
Q57449,Ian Khama,Ian Khama,14856,0,,0,,0,,0,,0,
Q273259,Dzeliwe Shongwe,Dzeliwe,1660,0,,0,,0,,0,,0,
Q57340,Mswati,Mswati III,11643,0,,0,,0,,0,,0,
Q365387,Ramanantsoa,Gabriel Ramanantsoa,1406,0,,0,,0,,0,,0,
Q878859,Gilles Andriamahazo,Gilles Andriamahazo,1015,0,,0,,0,,0,,0,
Q315953,Ratsiraka,Didier Ratsiraka,9550,0,,0,,0,,1,"...iraka died from cardiac arrest at CENHOSOA hospital in the early morning of 28 March 2021, at the age of 84. Ratsiraka was buried in the Ambohitsaina Mausoleum (Mausolée d'Ambohitsaina) in Antananarivo on 29 March 2021. President Andry Rajoelina also declared 29 March as a national day of mourning.   == Awar...",0,
Q559672,Zafy,Albert Zafy,10117,0,,0,,0,,0,,0,
Q155554,Marc Ravalomanana,Marc Ravalomanana,24153,0,,0,,0,,1,...ency ==   === Presidential election of 2001 ===  Ravalomanana ran for president in the election to be held on 16 December 2001. His campaign promoted his image as a self-made man who would draw upon his business to develop the country and played upon his youth (aged 52) and his non-alliance with the elderly...,0,
Q57363,Rajoelina,Andry Rajoelina,36868,0,,0,,0,,0,,0,
Q401076,Abdallah,Ahmed Abdallah,3853,0,,0,,0,,0,,0,
Q2166580,Ramgoolam,Seewoosagur Ramgoolam,11046,0,,0,,0,,0,,0,
Q217566,Anerood Jugnauth,Anerood Jugnauth,29682,0,,1,"...ion. Before the election date had been announced, it had already drawn up its list of candidates for the 20 constituencies and published its election manifesto. The opposition lost valuable time with lengthy negotiations concerning candidates and manifesto. Some 25 parties and independents and 331 candidates...",0,,1,"...norary Doctorate from Middlesex University (July 2009) He has also a commemorative golden Mauritian rupee coin issued by the Bank of Mauritius having his portrait on the obverse and a Dodo on the reverse. The inscriptions are ""THE Rt HON SIR ANEROOD JUGNAUTH PC, QC, KCMG "" and is followed by ""MAURITIUS"". It ori...",0,
Q57836,Navin Ramgoolam,Navin Ramgoolam,15169,0,,0,,0,,0,,0,
Q193874,Mohammed V,Mohammed V of Morocco,15856,0,,0,,0,,1,"...in Morocco before becoming a supporter of independence later on. His central position in the Proclamation of Independence of Morocco further boosted his image as a national symbol. On 9 and 10 April 1947, he delivered two momentous speeches respectively at the Mendoubia and Grand Mosque of Tangier, together... | ...chool of Engineering in Rabat, and the Mohammed V Mosque in Tangier are among numerous buildings, locales and institutions named after him. There's a mausoleum of Mohammed V in Rab",0,
Q69103,Hassan II,Hassan II of Morocco,24246,0,,0,,0,,1,"...was awarded to a civil engineering firm owned by Francis Bouygues, one of the most powerful businessmen in France and a personal friend of Hassan's. His image in France was tarnished, however, following the publication in 1990 of Gilles Perrault's Our Friend the King, describing detention conditions in Tazm... | ...Arab states. He was succeeded by his eldest son, Mohammed VI, whose enthronement ceremony was held a week later. Hassan was buried on 25 July at the Mausoleum of Mohammed V in Raba",0,
Q57553,Muhammad VI,Mohammed VI of Morocco,28902,0,,0,,1,"...e Moulay Hassan (born 8 May 2003) and Princess Lalla Khadija (born 28 February 2007). The couple's divorce was announced on 21 March 2018. Mohammed's birthday on 21 August is a public holiday, although festivities were cancelled upon the death of his aunt in 2014. In 2020, Mohammed purchased an €80 million mansion in Paris from the Saudi r...",0,,0,
Q2679301,Ben Khedda,Benyoucef Benkhedda,6674,0,,0,,0,,0,,0,
Q310855,Boumedienne,Houari Boumédiène,14622,0,,1,"...f the country's state-run industries, prompted a change in policy towards gradual economical liberalization. Boumédiène imposed Arab socialism as the state ideology and declared Islam the state religion. He was a strong supporter of Arabization and was more assertive than Ben Bella in Arabizing Algeria, especiall...",0,,0,,0,
Q327414,Bitat,Rabah Bitat,1321,0,,0,,0,,0,,0,
Q314688,Benjedid,Chadli Bendjedid,4845,0,,0,,0,,0,,0,
Q314691,Boudiaf,Mohamed Boudiaf,7410,0,,0,,0,,0,,0,
Q327127,Zeroual,Liamine Zéroual,2359,0,,0,,0,,0,,0,
Q57308,Bouteflika,Abdelaziz Bouteflika,20648,0,,1,"...Olympic Order presented by Jacques Rogge, President of the International Olympic Committee.   === State honours ===   == Notes ==   == References == Official biography (in French)   == Further reading == Aussaresses, Paul (2010). The Battle of the Casbah: Terrorism and Counter-Terrorism in Algeria, 1955–1957. New Yo...",0,,0,,0,
Q643348,Ben Ali Bourguiba,Habib Bourguiba,117615,1,"...stablished a strong presidential system which turned into a twenty-year one-party state dominated by his own party, the Socialist Destourian Party. A cult of personality also developed around him, before he proclaimed himself president for life in 1975, during his fourth 5-year term. The end of his 30-year rule was ma...",0,,0,,1,"...rime minister, Zine El Abidine Ben Ali, and kept under house arrest in a residence in Monastir. He remained there until his death and was buried in a mausoleum he had previously built.   == 1903–1930: Early life ==   === Childhood years === Bourguiba was born in Monastir, the eighth child and final son of Al...",1,"...e first cabinet of the internal autonomy started. However, Bourguiba was not to lead it. Beside the fact that it was too soon for France to have the ""Supreme Commander"" at the head of the Tunisian government, he stated that power did not attract him and judged it to be still early to hold an office within the state.... | ...party state dominated by his own party, the Socialist Destourian Party. A cult of personality also developed around him, before he proclaimed himself president for life in"
Q204487,Zine Al-Abidine Ben Ali,Zine El Abidine Ben Ali,23212,0,,0,,0,,0,,0,
Q360792,Ghannouchi,Rached Ghannouchi,13522,0,,0,,0,,0,,0,
Q152369,Mebazaa,Fouad Mebazaa,4555,0,,0,,0,,0,,0,
Q116430,Idris,Idris I of Libya,45063,0,,0,,0,,1,...he federal government to determine the policies of the Libyan state. &#91; 38 &#93; King Idris was a self-effacing devout Muslim; he refused to allow his portrait to be featured on Libyan currency and also insisted that nothing should be named after him except the Tripoli Idris Airport . &#91; 37 &#93; Idris's...,1,"...&#93; In 1954, the Prime Minister Mustafa Ben Halim suggested that Libya be converted from a federal to a unitary system and that Idris be proclaimed President for Life . &#91; 44 &#93; Idris recognised that this would deal with the problems caused by federalism and would put a stop to the intrigues among the Senussi..."
Q19878,Qaddafi,Muammar Gaddafi,105627,1,"...ortured and killed by NTC militants. A highly divisive figure, Gaddafi dominated Libya's politics for four decades and was the subject of a pervasive cult of personality. He was decorated with various awards and praised for his anti-imperialist stance, support for Arab—and then African—unity, as well as for significan... | ...ces, from street walls to airports and pens, and were put to pop music for public release. In private, Gaddafi often complained that he disliked this personality cult su",1,"...nted as a system of direct democracy, but retained personal control over major decisions. He outlined his Third International Theory that year in The Green Book. In 1977, Gaddafi transformed Libya into a new socialist state called a Jamahiriya (""state of the masses""). He officially adopted a symbolic role in...",0,,0,,1,"...he People's Congresses. Gaddafi became General Secretary of the GPC, although he stepped down from this position in early 1979 and appointed himself ""Leader of the Revolution"".  Although all political control was officially vested in the People's Congresses, in reality Libya's existing political leadership continued to exe... | ...olutionary Chairman of the Libyan Arab Republic from 1969 to 1977, Secretary General of the General People's Congress from 1977 to 1979, and then the Brotherly Lead"
Q659147,Mohammed Ali Salim,Mohammed Ali Salim,405,0,,0,,0,,0,,0,
Q57534,Mohammed Magariaf,Mohammed Magariaf,5143,0,,0,,0,,0,,0,
Q13410170,Giuma Ahmed Atigha,Giuma Ahmed Atigha,722,0,,0,,0,,0,,0,
Q13550478,Nouri Abusahmain,Nouri Abusahmain,2631,0,,0,,0,,0,,0,
Q319216,Abboud,Ibrahim Abboud,7278,0,,0,,0,,0,,0,
Q387953,Sadiq al-Mahdi,Sadiq al-Mahdi,7669,0,,0,,0,,0,,0,
Q311798,Nimeiri,Gaafar Nimeiry,13839,0,,0,,0,,0,,0,
Q57315,Salva Kiir,Salva Kiir Mayardit,19393,0,,0,,0,,0,,0,
Q123037,Mohammad Mossadeg,Mohammad Mosaddegh,38357,0,,0,,0,,0,,0,
Q128245,Mohammad Reza,Mohammad Reza Pahlavi,155894,0,,0,,0,,0,,1,"...f the Islamic government). After formally abolishing the Iranian monarchy, Shia Islamist cleric Ayatollah Ruhollah Khomeini assumed leadership as the supreme leader of Iran. Pahlavi died in exile in Egypt, where he had been granted political asylum by Egyptian president Anwar Sadat.   == Early life, family and ed... | ...ed by Ruhollah Khomeini, which abolished the Iranian monarchy to establish the Islamic Republic of Iran. In 1967, he took the title Shahanshah (lit. 'King of Kings'), and hel"
Q38823,Ayatollah Khomeini,Ruhollah Khomeini,77972,1,"...ussein in the Iran–Iraq War; and for referring to the United States as the ""Great Satan"" and Israel as the ""Little Satan"". The subject of a pervasive cult of personality, Khomeini held the title Ayatollah and is officially known as Imam Khomeini inside Iran and by his supporters internationally. His state funeral was... | ...in a restaurant unless he knew the waiter was a Muslim.   == Mystique ==  According to Baqer Moin, with the success of the revolution, not only had a personality cult dev",1,"...column to Qom, and delivered a speech harshly attacking the Ulama as a class. Khomeini continued his denunciation of the Shah's programmes, issuing a manifesto that bore the signatures of eight other senior Shia religious scholars. Khomeini's manifesto argued that the Shah had violated the constitution in va... | ...ecturer at Najaf and Qom seminaries for decades before he was known on the political scene. He soon became a leading scholar of Shia Islam. He taught political philosophy, Islamic",0,,1,"...of his complaints was leaked to Europe and broadcast on the BBC, a furious Khomeini ousted him in March 1989 from his position as official successor. His portraits were removed from offices and mosques. To deal with the disqualification of the only suitable marja, Khomeini called for an ""Assembly for Revising t... | ...e casket was only to carry the body to the burial site. In 1995, his son Ahmad was buried next to him. Khomeini's grave is now housed within a larger mausoleum complex.   === S",1,"...Ruhollah Mostafavi Musavi Khomeini (17 May 1900 – 3 June 1989) was an Iranian political revolutionary and Shia cleric who served as the first supreme leader of Iran from 1979 until his death in 1989. He was the main leader of the Iranian Revolution, which overthrew Mohammad Reza Pahlavi and transformed Ir... | ...ime. During the last few months of his exile, Khomeini received a constant stream of reporters, supporters, and notables, eager to hear the spiritual leader of the revolution. While "
Q57336,Khamenei,Ali Khamenei,61776,1,"...ppointed by the supreme leader during his tenure (sorted by date of appointment):   === Political power following reform era === Khamenei developed a cult of personality, with supporters describing him as a ""divine gift to mankind"" and in which critics of him were persecuted. Iran's former Chief Justice Sadiq Larijani...",0,,0,,0,,1,...Ali Hosseini Khamenei (19 April 1939 – 28 February 2026) was an Iranian politician and Shia cleric who served as the second supreme leader of Iran from 1989 until his assassination at the onset of the 2026 Iran war. He previously served as the third president of Iran from 1981 to 1989. H...
Q186111,Rafsanjani,Akbar Hashemi Rafsanjani,32689,0,,0,,0,,1,"...n was renamed in his honour. Many streets in other cities also named Rafsanjani. The central building of Azad University also named as Building and a statue of him was installed outside of the building. Kerman International Airport was also renamed to Ayatollah Hashemi Rafsanjani Airport. In 2018 Hassan Rouhani... | ...us. Our security forces, our police and other organs have to guarantee such a climate for criticism. His support for the Green Movement reinvigorated his image among the urban ",1,"...d a large amount of power serving as the speaker of parliament, Commander-in-Chief during the Iran–Iraq War, president, and chose Ali Khamenei as the Supreme Leader of Iran. Rafsanjani became President of Iran after winning the 1989 election. He served another term by winning the election in 1993. In the 2005 ele..."
Q1091523,Ahmadinejad,Second government of Mahmoud Ahmadinejad,2206,0,,0,,0,,0,,0,
Q348144,Rouhani,Hassan Rouhani,40288,0,,0,,0,,0,,1,"...hmadinejad, to win a presidential victory as an incumbent with an increased electoral mandate. Although Rouhani originally had the support of Iranian Supreme Leader Ali Khamenei during his second term, their relationship soured as Khamenei criticized Rouhani for presumably being too soft in negotiations with the..."
Q238745,Menderes,Adnan Menderes,13762,0,,0,,0,,1,"...itical leader to be executed after a military coup. He is also one of the four political leaders of the Turkish Republic who have been honored with a mausoleum, the others being Kemal Atatürk, Süleyman Demirel, and Turgut Özal.   == Early life and career == Adnan Menderes was born in 1899 in Koçarlı, Aydın,...",0,
Q243550,Erbakan,Necmettin Erbakan,9062,0,,1,"...h a state funeral, however his funeral was attended by highest state and government officials.   == Views ==  Erbakan's ideology is set forth in a manifesto, entitled Millî Görüş (National View), which he published in 1969. The organisation of the same name, which he founded and of which he was the leader, u...",0,,0,,0,
Q42852,Abdullah Gul,Abdullah Gül,13485,0,,0,,0,,0,,0,
Q149724,Faisal II,Faisal II of Iraq,42280,0,,0,,0,,0,,0,
Q307494,Salem Aref,Abdul Salam Arif,6435,0,,0,,0,,0,,0,
Q1316,Saddam Hussein,Saddam Hussein,80476,1,"...ng. He was executed on 30 December 2006. A polarizing and controversial figure, Saddam dominated Iraqi politics for 35 years and was the subject of a cult of personality. Many Arabs regard Saddam as a resolute leader who challenged American imperialism, opposed the Israeli occupation of Palestine, and resisted foreign...",1,"...of the non-Ba'athist faction led by Prime Minister Abdul Razzaq an-Naif, whose support had been essential to the coup's success. According to a semi-official biography, Saddam personally led Naif at gunpoint to the plane that escorted him out of Iraq. Arif was given refuge in London and then Istanbul. Al-Bakr was na...",0,,1,"...ed to show him in the Baghdad suburbs surrounded by supporters. When Baghdad fell to US-led forces on 9 April, marked symbolically by the toppling of his statue, Saddam was nowhere to be found and his government was completely overthrown.   === Capture and interrogation ===  In April 2003, Saddam's whereabout...",1,"...rded by Saddam with closer ties. Saddam's rare trips abroad included many Western countries. His visit to Spain took place in December 1974, when the Caudillo of Spain, Francisco Franco, invited him to Madrid and he visited Granada, Córdoba and Toledo. In September 1975 he met with Prime Minister Jacques Ch..."
Q461823,Tommy Ray Franks,Tommy Franks,15118,0,,0,,0,,0,,0,
Q313816,Iyad Allawi,Ayad Allawi,17463,0,,0,,0,,0,,0,
Q57673,al-Maliki,Nouri al-Maliki,26726,0,,0,,0,,0,,0,
Q5639013,al-Abadi,Haider al-Abadi,10115,0,,0,,0,,0,,0,
Q104392,Naguib,Muhammad Naguib,34305,0,,0,,0,,1,"...use arrest in 1971 by President Anwar Sadat . &#91; 22 &#93; &#91; 23 &#93; Personal life and death [ edit ] Naguib with his sons Naguib, in front of his portrait, in the last days of his life Naguib was married and had four children, three sons and a daughter. &#91; 24 &#93; His sons were Farouk, Yusuf and Ali...",0,
Q39524,Nasser,Gamal Abdel Nasser,95281,0,,1,"...ence apparatus to focus on external rather than domestic espionage, and declared the ""fall of the mukhabarat state"". On 30 March, Nasser proclaimed a manifesto stipulating the restoration of civil liberties, greater parliamentary independence from the executive, major structural changes to the ASU, and a cam...",0,,0,,1,...Final years of presidency ==   === Domestic reforms and governmental changes ===  Nasser appointed himself the additional roles of prime minister and supreme commander of the armed forces on 19 June 1967. Angry at the military court's perceived leniency with air force officers charged with negligence during the 1967...
Q42013,Sadat,Anwar El Sadat,87456,1,"...rst Taiwan Strait Crisis Jebel Akhdar War Algerian War Kashmir Princess Bandung Conference Geneva Summit (1955) Cyprus Emergency Vietnam War "" On the Cult of Personality and Its Consequences "" 1956 Poznań protests Hungarian Revolution of 1956 Polish October Suez Crisis "" We will bury you "" Operation Gladio Syrian Cris...",1,...m Monetarism Neoclassical economics Reaganomics Supply-side economics Socialism Communism Marxism–Leninism Fidelismo Eurocommunism Guevarism Hoxhaism Juche Ho Chi Minh Thought Maoism Stalinism Titoism Trotskyism Other Imperialism Anti-imperialism Nationalism Ultranationalism Chauvinism Ethnic nationalism...,0,,0,,0,
Q34105,Mubarak,Hosni Mubarak,39877,0,,0,,0,,0,,0,
Q4631,Morsi,Mohamed Morsi,39484,0,,0,,0,,0,,0,
Q307871,al-Sisi,Abdel Fattah el-Sisi,53770,1,"...reported that by May 2016, approximately 40,000 people, mostly Brotherhood members or loyalists, had been imprisoned since Morsi's overthrow.   ==== Cult of personality ==== The anti-Morsi demonstrators on the streets welcomed Sisi's announcement of the overthrow of Morsi with celebrations and carried posters of Sisi...",0,,0,,0,,1,"...aders, in the 45th G7 summit in Biarritz, France. Trump continued his earlier praise of Sisi, saying that ""Egypt has made tremendous progress under a great leader's leadership"". At the conference, Trump referred to Sisi as his ""favorite dictator"".  Sisi criticized Donald Trump's decision to recognize Jerusalem..."
Q59471,Shishakli,Adib Shishakli,9027,1,"...r and relied greatly on radio to transmit his speeches to the Syrian population. He became the initial Arab leader following independence to foster a cult of personality around himself, with his portraits adorning every shopfront. Moreover, he established a ministry dedicated to information and propaganda within his g...",0,,0,,1,"...his speeches to the Syrian population. He became the initial Arab leader following independence to foster a cult of personality around himself, with his portraits adorning every shopfront. Moreover, he established a ministry dedicated to information and propaganda within his government. To ensure his control,...",0,
Q59981,Kuwatli,Shukri al-Quwatli,45123,0,,0,,0,,0,,0,
Q44329,Bashar al-Assad,Bashar al-Assad,96245,1,"...cal scientists and observers noted that his regime exploited sectarian tensions in the country. Although Assad inherited Hafez's power structures and personality cult, he lacked the loyalty received by his father and faced rising discontent against his rule. As a result, many people from his father's regime resigne...",0,,0,,1,"...t on trial for corruption. Bashar also became the President of the Syrian Computer Society and helped to introduce the internet in Syria, which aided his image as a moderniser and reformer. Ba'athist loyalists in the party, military and the Alawite sect were supportive of Bashar al-Assad, enabling him to bec...",0,
Q365971,Chamoun,Camille Chamoun,8625,0,,0,,0,,0,,0,
Q363392,Aoun,Michel Aoun,43409,0,,0,,0,,0,,0,
Q118272,Elias Hrawi,Elias Hrawi,4893,0,,0,,0,,0,,0,
Q206479,Emile Lahoud,Émile Lahoud,10521,0,,0,,0,,0,,0,
Q314263,Siniora,Fouad Siniora,4115,0,,0,,0,,0,,0,
Q146906,Hussein Ibn Talal El-Hashim,Hussein of Jordan,77634,0,,0,,0,,1,"...91.   === Gulf War ===  A UN-brokered ceasefire became active in July 1988, ending the Iran-Iraq war. Hussein had advised Saddam after 1988 to polish his image in the West by visiting other countries, and by appearing at the United Nations for a speech, but to no avail. The Iraqi-Jordanian relationship devel...",1,"...alma and Prince Hashem. Prince Faisal bin Hussein (born in 1963). Lieutenant-General, former Commander of Royal Jordanian Air Force. Currently Deputy Supreme Commander of the Jordanian Armed Forces. Married first to Alia Tabbaa (now known as Princess Alia Tabbaa). They have four children: Princess Ayah, Prince Omar,..."
Q37610,Ben Gurion,David Ben-Gurion,57286,0,,1,"..., was attended by 60 or so people. Shochat engineered the elections so that Ben-Gurion was elected onto the five-man Central Committee and the 10-man Manifesto Committee. He also arranged that Ben-Gurion was chosen as chairman of the sessions. These Ben-Gurion conducted in Hebrew, forbidding the translation...",0,,1,"...London at 75 Warrington Crescent, Maida Vale, W9. In the 7th arrondissement of Paris, part of a riverside promenade of the Seine is named after him. His portrait appears on both the 500 lirot and the 50 (old) sheqalim notes issued by the Bank of Israel.   == Controversies == Ben Gurion was among the Zionist le...",0,
Q208477,Sharett,Moshe Sharett,16379,0,,0,,0,,0,,0,
Q191123,Eshkol,Levi Eshkol,21053,0,,0,,0,,1,"...ablished a research institute in his name in the Faculty of Social Sciences. Israel issued in 1970 a postage stamp with a portrait of Eshkol. In 1984 his image was chosen for the five-thousand old Israeli shekel bill, replaced in 1985 by the five new Israeli shekel bill. Since 1990, his image is found on a l...",1,"...milewitz. He died in office, at the age of 73. Eshkol was laid to rest on 28 February at Mount Herzl and was the first prime minister interred at the Great Leaders of the Nation Plot. He was the first of either presidents and prime ministers of Israel to be buried at the plot, preceded only by Eliezer Kaplan an..."
Q42992,Meir,Golda Meir,43621,0,,1,".... ""Golda Meir, Israel's Fourth Prime Minister (1969–74)."" Middle Eastern Studies 47.1 (2011): 43-61. online   === Historiography === Schmidt, Sarah. ""Hagiography in the diaspora: Golda Meir and her biographers."" American Jewish History 92.2 (2004): 157-188. online   == External links ==  Golda Meir on the Kne...",0,,0,,0,
Q34060,Rabin,Yitzhak Rabin,35296,0,,0,,0,,0,,0,
Q57410,Peres,Shimon Peres,61478,0,,0,,0,,0,,1,"...with Israel's Arab neighbors.""   === Funeral ===  The funeral was held at Mount Herzl in Jerusalem on 30 September 2016, with his burial place in the Great Leaders of the Nation section between former Israeli prime ministers Yitzhak Rabin and Yitzhak Shamir. About 4,000 mourners and world leaders from 75 countr..."
Q130873,Begin,Menachem Begin,59664,0,,1,"...shed which described Begin's Herut party as ""terrorist, right-wing chauvinist organization in Palestine,"" ""closely akin in its organization, methods, political philosophy and social appeal to the Nazi and Fascist parties"" and accused his group (along with the smaller, militant, Stern Gang) of preaching ""racial superior...",0,,1,"..., and he was consequently barred from the Knesset for several months. His behavior was strongly condemned in mainstream public discourse, reinforcing his image as a provocateur. The vehemence of Revisionist opposition was deep; in March 1952, during the ongoing reparations negotiations, a parcel bomb address...",0,
Q43723,Netanyahu,Benjamin Netanyahu,97780,0,,0,,0,,0,,0,
Q125731,Barak,Ehud Barak,20715,0,,0,,0,,0,,0,
Q60206,Ariel Sharon,Ariel Sharon,51973,0,,0,,0,,0,,0,
Q93181,Olmert,Ehud Olmert,37415,0,,0,,0,,0,,0,
Q183187,Fahd,Fahd of Saudi Arabia,23253,0,,0,,0,,0,,0,
Q57298,Abdullah ibn Abdilaziz,Abdullah of Saudi Arabia,38795,0,,0,,0,,0,,1,"...ho have been the tool exploited by the enemies to disperse and tear the nation and tarnish the pure image of Islam"".   === Iran ===  In 2006, Iranian Supreme Leader Khamenei had sent his adviser Ali Akbar Velayati with a letter asking for Abdullah's agreement to establish a formal back channel of communication be..."
Q367825,Salman bin Abdulaziz Al Saud,Salman of Saudi Arabia,25147,0,,0,,0,,0,,0,
Q57480,Abd Rabbuh Mansur Hadi,Abdrabbuh Mansour Hadi,12771,0,,0,,0,,0,,0,
Q57331,Qabus Bin Said,Qaboos bin Said al Said,51684,0,,0,,1,"...n power, Qaboos also abolished slavery in Oman . &#91; 21 &#93; The political system which Qaboos established was an absolute monarchy . The Sultan's birthday, 18 November, was celebrated as Oman's national holiday, but has recently been changed to 20th November. &#91; 22 &#93; The first day of his reign, 23 July, is celebrated as Renaissance Day. &#91; 23 &#93; Oman has no system of checks and balances, and thus no separation of powers . All power was concentrated in the Sultan during his re",0,,1,"...red one day of mourning. The United Kingdom lowered flags to half-mast as a sign of respect, and Prime Minister Boris Johnson described Qaboos as a "" father of the nation "", and ""an exceptionally wise and respected leader"" who ""sought to improve the lives of the Omani people"" and contributed to the country's developmen... | ...gs to half-mast as a sign of respect, and Prime Minister Boris Johnson described Qaboos as a "" father of the nation "", and ""an exceptionally wise and respected leader"" "
Q310247,Sardar Mohammad Daud Khan,Mohammed Daoud Khan,57330,0,,0,,0,,0,,1,...ani * Mohammad Najibullah Abdul Rahim Hatif * Islamic State (President) Sibghatullah Mojaddedi * Burhanuddin Rabbani Hamid Karzai * Islamic Emirate ( Supreme Leader ) Mullah Omar Transitional Islamic State (President) Hamid Karzai Islamic Republic (President) Hamid Karzai Ashraf Ghani Islamic Emirate (Supreme Lea...
Q1317228,Mohammad Hashim Maiwandwal,Mohammad Hashim Maiwandwal,3578,0,,0,,0,,0,,0,
Q317743,Abdallah Yakta,Abdullah Yaqta,751,0,,0,,0,,0,,0,
Q4665763,Abdul Zahir,,0,0,,0,,0,,0,,0,
Q1397698,Mohammad Musa Shafiq,Mohammad Musa Shafiq,1939,0,,0,,0,,0,,0,
Q299559,Taraki,Nur Muhammad Taraki,21918,1,"...on to intervene in support of the restoration of civil order. Amin initiated most of these policies behind the scenes. Taraki's reign was marked by a cult of personality centered around him that Amin had cultivated. The state press and subsequent propaganda started to refer to him as the ""Great Leader"" and ""Great Teac... | ...Taraki had a very close relationship. Taraki reportedly remarked, ""Amin and I are like nail and flesh, not separable"". Amin set about constructing a personality cult cen",0,,0,,1,"...around him that Amin had cultivated. The state press and subsequent propaganda started to refer to him as the ""Great Leader"" and ""Great Teacher"", and his portrait became a common sight throughout the country. His relationship with Amin turned sour during his rule, ultimately resulting in Taraki's overthrow on 1...",1,"...rked by a cult of personality centered around him that Amin had cultivated. The state press and subsequent propaganda started to refer to him as the ""Great Leader"" and ""Great Teacher"", and his portrait became a common sight throughout the country. His relationship with Amin turned sour during his rule, ultimate..."
Q63831,Amin,Hafizullah Amin,41872,1,"...e situation deteriorated when Amin personally warned Taraki that ""the prestige and popularity of leaders among the people has no common aspect with a personality cult."" Factionalism within the PDPA made it ill-prepared to handle the intensified counter-revolutionary activities in the country. Amin tried to win supp...",1,"...l groups, a feat Taraki had been unable or unwilling to achieve. In a speech to tribal elders Amin was defensive about the Western way he dressed; an official biography was published which depicted Amin in traditional Pashtun clothes. During his short stay in power, Amin became committed to establishing a collective...",0,,0,,1,"...ouncil of Ministers (head of government), Chairman of the Revolutionary Council (head of state), and General Secretary of the PDPA Central Committee (supreme leader). Amin's short-lived leadership featured controversies from beginning to end. His government failed to solve the problem of the population revolting..."
Q63827,Karmal,Babrak Karmal,39724,0,,0,,0,,0,,0,
Q188667,Burhanuddin Rabbani,Burhanuddin Rabbani,10553,0,,0,,0,,0,,0,
Q43944,Hamid Karzai,Hamid Karzai,45589,0,,0,,0,,0,,0,
Q82918,Niyazov,Saparmurat Niyazov,27538,1,"...stan declared Niyazov to become as President for life. In his time, he was one of the world's most repressive and autocratic dictators. He promoted a cult of personality around himself and imposed his personal eccentricities upon the country, such as renaming Turkmen months and days of the week to references to his au... | ...glorifying himself whilst the population gained no benefit. For these, and other reasons, the US government said that by the time he died, ""Niyazov's personality cult ..",1,"...nd imposed his personal eccentricities upon the country, such as renaming Turkmen months and days of the week to references to his autobiography, the Ruhnama. He made it mandatory to read the Ruhnama in schools, universities and governmental organizations; new governmental employees were tested on the book...",0,,1,"...he Hippocratic Oath. Statues and portraits of him were put everywhere throughout the country. In Ashgabat, he erected a rotating, $12 million, golden statue of himself that always faces the sun. Niyazov gave every citizen a watch with his portrait in its dial. Niyazov simultaneously cut funding to and partially... | ...n against future attempts.   == Cult of personality ==  Niyazov became a substitute for the vacuum left by the downfall of the communist system, with his image replacing those ",1,"...Further reading == Theroux, Paul. ""The Golden Man: Saparmurat Niyazov's Reign of Insanity"". The New Yorker, 28 May 2007, pp. 54–65. Rasizade, Alec. ""Turkmenbashi and his Turkmenistan"". Contemporary Review (Oxford), October 2003, Vol. 283, No. 1653, pp. 197–206.   == External links ==  Saparmurat Niyazov readin... | ...osition as the founder and president of the Association of Turkmens of the World. In 1999, the Assembly of Turkmenistan declared Niyazov to become as President for life. In his "
Q558515,Nabiyev,Rahmon Nabiyev,7683,0,,0,,0,,0,,0,
Q2828958,Iskandrov,Akbarsho Iskandrov,13563,0,,0,,0,,0,,0,
Q489893,Akayev,Askar Akayev,11421,0,,0,,0,,0,,0,
Q485136,Otunbayeva,Roza Otunbayeva,17083,0,,0,,0,,0,,0,
